bug_id,title,description,error_code,bug_category,bug_domain,tech_stack,severity,environment,developer_role,root_cause,suggested_fix,explanation,created_at
BUG_023752,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,502.0,Performance Bug,DevOps,Flask,High,Development,DevOps Engineer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a devops engineer due to its nature.,2025-03-20
BUG_023753,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,500.0,Deployment Bug,Backend Systems,Kubernetes,Critical,Staging,Frontend Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a frontend developer due to its nature.,2025-10-06
BUG_023754,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,403.0,Cloud Configuration Bug,Web Development,PostgreSQL,High,Production,Backend Developer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a backend developer due to its nature.,2025-05-18
BUG_023755,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,404.0,Cloud Configuration Bug,Data,Docker,Critical,Staging,Cloud Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-08-26
BUG_023756,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,,UI Bug,Mobile,Flask,Critical,Production,Backend Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a backend developer due to its nature.,2025-07-21
BUG_023757,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,404.0,Logging Bug,Cloud,MySQL,Low,Production,Cloud Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-06-18
BUG_023758,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,403.0,Frontend Routing Bug,Backend Systems,Django,Critical,Staging,Frontend Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a frontend developer due to its nature.,2025-12-01
BUG_023759,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,403.0,Deployment Bug,Web Development,Laravel,High,Development,Backend Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a backend developer due to its nature.,2026-01-10
BUG_023760,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,503.0,Authorization Bug,Mobile,Spring Boot,High,Development,Security Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a security engineer due to its nature.,2026-01-17
BUG_023761,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,500.0,Cloud Configuration Bug,Cloud,PostgreSQL,High,Production,Cloud Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-03-17
BUG_023762,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,500.0,Backend Logic Bug,Web Development,AWS,Medium,Staging,Backend Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a backend developer due to its nature.,2025-11-24
BUG_023763,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,503.0,Logging Bug,Cloud,Node.js,Low,Staging,DevOps Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a devops engineer due to its nature.,2026-01-28
BUG_023764,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,404.0,Authorization Bug,DevOps,Docker,Low,Development,Data Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a data engineer due to its nature.,2025-08-13
BUG_023765,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,401.0,Memory Leak,Web Development,MongoDB,Low,Staging,QA Engineer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a qa engineer due to its nature.,2025-10-11
BUG_023766,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,404.0,Frontend Routing Bug,DevOps,Angular,Critical,Development,Frontend Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a frontend developer due to its nature.,2025-03-23
BUG_023767,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,401.0,Cloud Configuration Bug,Backend Systems,Kubernetes,Critical,Development,DevOps Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a devops engineer due to its nature.,2025-05-21
BUG_023768,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,502.0,Concurrency Bug,DevOps,Azure,High,Staging,Security Engineer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a security engineer due to its nature.,2025-04-12
BUG_023769,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,403.0,Authentication Bug,DevOps,MySQL,Critical,Production,Cloud Engineer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-06-01
BUG_023770,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,400.0,Backend Logic Bug,Backend Systems,MongoDB,Medium,Production,Full-Stack Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-03-08
BUG_023771,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,502.0,Cloud Configuration Bug,Backend Systems,Spring Boot,Low,Staging,Data Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a data engineer due to its nature.,2025-04-26
BUG_023772,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,401.0,UI Bug,Data,GCP,Critical,Development,Data Engineer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a data engineer due to its nature.,2025-08-17
BUG_023773,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,,Deployment Bug,Data,Kubernetes,High,Development,DevOps Engineer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a devops engineer due to its nature.,2025-02-27
BUG_023774,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,,Concurrency Bug,Backend Systems,Flask,High,Staging,Mobile Developer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a mobile developer due to its nature.,2025-06-26
BUG_023775,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,500.0,Monitoring Bug,Web Development,Vue,Critical,Production,DevOps Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a devops engineer due to its nature.,2025-10-03
BUG_023776,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,,CI/CD Bug,Web Development,Laravel,Medium,Development,Frontend Developer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a frontend developer due to its nature.,2025-05-03
BUG_023777,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,500.0,Cloud Configuration Bug,Backend Systems,Azure,High,Staging,Cloud Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a cloud engineer due to its nature.,2026-01-22
BUG_023778,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,502.0,Concurrency Bug,Web Development,Azure,High,Staging,Frontend Developer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a frontend developer due to its nature.,2025-12-13
BUG_023779,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,502.0,Deployment Bug,DevOps,Kubernetes,Medium,Production,Frontend Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a frontend developer due to its nature.,2025-07-04
BUG_023780,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,401.0,Backend Logic Bug,DevOps,MySQL,Low,Staging,Frontend Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a frontend developer due to its nature.,2026-01-28
BUG_023781,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,503.0,UI Bug,Cloud,MongoDB,High,Staging,DevOps Engineer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a devops engineer due to its nature.,2025-02-18
BUG_023782,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,500.0,Authorization Bug,Backend Systems,Django,Critical,Development,Full-Stack Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-05-16
BUG_023783,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,400.0,Deployment Bug,Web Development,React,Critical,Production,Full-Stack Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-12-10
BUG_023784,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,502.0,Authorization Bug,Cloud,Laravel,Low,Development,Data Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a data engineer due to its nature.,2025-06-17
BUG_023785,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,,Backend Logic Bug,Data,Docker,Medium,Production,Cloud Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-03-22
BUG_023786,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,,Performance Bug,Web Development,AWS,Low,Staging,Frontend Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a frontend developer due to its nature.,2025-04-13
BUG_023787,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,401.0,Monitoring Bug,Web Development,Flask,Low,Staging,Backend Developer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a backend developer due to its nature.,2025-09-13
BUG_023788,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,503.0,Performance Bug,Data,MongoDB,Critical,Development,Full-Stack Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-07-05
BUG_023789,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,403.0,Concurrency Bug,Backend Systems,React,Critical,Production,Frontend Developer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a frontend developer due to its nature.,2025-06-04
BUG_023790,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,404.0,Logging Bug,Backend Systems,MySQL,High,Staging,Cloud Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-10-16
BUG_023791,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,404.0,Authorization Bug,Web Development,Spring Boot,Low,Development,DevOps Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a devops engineer due to its nature.,2025-03-19
BUG_023792,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,401.0,Backend Logic Bug,Cloud,Spring Boot,Critical,Production,Full-Stack Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-07-28
BUG_023793,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,502.0,Deployment Bug,Web Development,MongoDB,High,Development,Backend Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a backend developer due to its nature.,2025-07-04
BUG_023794,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,503.0,Cloud Configuration Bug,Data,React,Low,Production,Data Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a data engineer due to its nature.,2025-04-26
BUG_023795,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,,UI Bug,Data,AWS,Medium,Staging,Full-Stack Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-06-24
BUG_023796,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,502.0,Security Vulnerability,Cloud,Django,Low,Staging,Full-Stack Developer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a full-stack developer due to its nature.,2025-03-15
BUG_023797,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,500.0,CI/CD Bug,Mobile,GCP,Low,Staging,Security Engineer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a security engineer due to its nature.,2026-01-21
BUG_023798,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,400.0,Authentication Bug,Backend Systems,React,High,Staging,DevOps Engineer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a devops engineer due to its nature.,2026-01-01
BUG_023799,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,400.0,Frontend Routing Bug,Backend Systems,React,Critical,Staging,Cloud Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-07-12
BUG_023800,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,404.0,Backend Logic Bug,Cloud,React,Critical,Development,Data Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a data engineer due to its nature.,2025-07-03
BUG_023801,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,503.0,Security Vulnerability,Web Development,Angular,High,Staging,Data Engineer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a data engineer due to its nature.,2025-08-03
BUG_023802,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,503.0,Performance Bug,Mobile,Flask,Medium,Staging,Mobile Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a mobile developer due to its nature.,2025-12-15
BUG_023803,API Bug detected in system,This issue relates to a api bug occurring in the application.,500.0,API Bug,Backend Systems,Node.js,Critical,Staging,Security Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a security engineer due to its nature.,2025-03-24
BUG_023804,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,404.0,Cloud Configuration Bug,Cloud,GCP,Critical,Staging,DevOps Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a devops engineer due to its nature.,2025-04-23
BUG_023805,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,,Monitoring Bug,Backend Systems,React,Medium,Staging,QA Engineer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a qa engineer due to its nature.,2025-07-14
BUG_023806,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,,Backend Logic Bug,Cloud,Laravel,Low,Staging,DevOps Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a devops engineer due to its nature.,2025-09-08
BUG_023807,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,400.0,Logging Bug,Web Development,AWS,High,Staging,Backend Developer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a backend developer due to its nature.,2025-04-15
BUG_023808,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,502.0,Authentication Bug,Cloud,Angular,Critical,Staging,Backend Developer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a backend developer due to its nature.,2025-10-29
BUG_023809,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,502.0,Frontend Routing Bug,Cloud,MongoDB,Low,Staging,Cloud Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-06-14
BUG_023810,Database Bug detected in system,This issue relates to a database bug occurring in the application.,503.0,Database Bug,Mobile,Spring Boot,Low,Production,Mobile Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a mobile developer due to its nature.,2026-01-15
BUG_023811,API Bug detected in system,This issue relates to a api bug occurring in the application.,400.0,API Bug,DevOps,Django,High,Production,Backend Developer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a backend developer due to its nature.,2025-12-12
BUG_023812,Database Bug detected in system,This issue relates to a database bug occurring in the application.,502.0,Database Bug,Cloud,MongoDB,Medium,Development,Frontend Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a frontend developer due to its nature.,2025-07-06
BUG_023813,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,403.0,Frontend Routing Bug,Backend Systems,Spring Boot,Low,Production,QA Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a qa engineer due to its nature.,2025-03-02
BUG_023814,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,404.0,UI Bug,Backend Systems,Django,Medium,Development,QA Engineer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a qa engineer due to its nature.,2025-03-19
BUG_023815,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,503.0,Concurrency Bug,Backend Systems,Kubernetes,Medium,Production,QA Engineer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a qa engineer due to its nature.,2025-04-04
BUG_023816,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,401.0,Backend Logic Bug,Cloud,Vue,Critical,Development,Cloud Engineer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-12-23
BUG_023817,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,404.0,Performance Bug,Cloud,Flask,Critical,Production,Mobile Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a mobile developer due to its nature.,2025-10-25
BUG_023818,API Bug detected in system,This issue relates to a api bug occurring in the application.,403.0,API Bug,Cloud,MongoDB,Low,Staging,DevOps Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a devops engineer due to its nature.,2025-08-04
BUG_023819,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,500.0,Frontend Routing Bug,Backend Systems,Vue,Low,Development,Mobile Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a mobile developer due to its nature.,2025-09-25
BUG_023820,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,,Deployment Bug,Web Development,AWS,Critical,Development,DevOps Engineer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a devops engineer due to its nature.,2025-11-06
BUG_023821,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,503.0,Monitoring Bug,Mobile,PostgreSQL,Critical,Staging,Backend Developer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a backend developer due to its nature.,2025-03-09
BUG_023822,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,400.0,Logging Bug,Cloud,PostgreSQL,Low,Development,Mobile Developer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a mobile developer due to its nature.,2025-10-03
BUG_023823,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,403.0,Frontend Routing Bug,Web Development,Angular,Medium,Staging,Security Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a security engineer due to its nature.,2025-05-28
BUG_023824,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,403.0,Authorization Bug,Data,PostgreSQL,Low,Staging,Frontend Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a frontend developer due to its nature.,2025-02-23
BUG_023825,API Bug detected in system,This issue relates to a api bug occurring in the application.,500.0,API Bug,Web Development,Node.js,Low,Development,Mobile Developer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a mobile developer due to its nature.,2025-10-25
BUG_023826,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,401.0,Deployment Bug,DevOps,MongoDB,Low,Development,Mobile Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a mobile developer due to its nature.,2025-02-26
BUG_023827,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,503.0,Cloud Configuration Bug,Backend Systems,Django,High,Production,Data Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a data engineer due to its nature.,2025-12-10
BUG_023828,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,403.0,Authorization Bug,Cloud,Docker,High,Production,Cloud Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-07-24
BUG_023829,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,500.0,CI/CD Bug,Data,Kubernetes,Critical,Development,Full-Stack Developer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-09-10
BUG_023830,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,500.0,Authorization Bug,DevOps,Azure,Critical,Production,QA Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a qa engineer due to its nature.,2025-07-17
BUG_023831,Database Bug detected in system,This issue relates to a database bug occurring in the application.,,Database Bug,DevOps,GCP,High,Staging,Frontend Developer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a frontend developer due to its nature.,2025-05-14
BUG_023832,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,401.0,Performance Bug,DevOps,Django,Critical,Production,Full-Stack Developer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-02-25
BUG_023833,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,,Cloud Configuration Bug,Cloud,Django,Critical,Production,DevOps Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a devops engineer due to its nature.,2025-11-05
BUG_023834,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,,Frontend Routing Bug,Web Development,Spring Boot,High,Development,Cloud Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-06-28
BUG_023835,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,503.0,Concurrency Bug,Backend Systems,MySQL,High,Development,Backend Developer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a backend developer due to its nature.,2025-10-26
BUG_023836,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,404.0,Frontend Routing Bug,Backend Systems,Laravel,Low,Development,Cloud Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a cloud engineer due to its nature.,2026-01-29
BUG_023837,Database Bug detected in system,This issue relates to a database bug occurring in the application.,500.0,Database Bug,Web Development,Django,High,Production,QA Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a qa engineer due to its nature.,2025-09-27
BUG_023838,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,502.0,Frontend Routing Bug,Mobile,Laravel,Medium,Development,QA Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a qa engineer due to its nature.,2025-06-03
BUG_023839,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,502.0,Deployment Bug,Cloud,Kubernetes,Critical,Production,QA Engineer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a qa engineer due to its nature.,2025-10-28
BUG_023840,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,404.0,Deployment Bug,Backend Systems,Docker,Critical,Production,Mobile Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a mobile developer due to its nature.,2025-08-02
BUG_023841,Database Bug detected in system,This issue relates to a database bug occurring in the application.,401.0,Database Bug,Mobile,Vue,Medium,Staging,QA Engineer,Misconfiguration or logic issue related to database bug,Review and fix the database bug according to best practices,This bug requires a qa engineer due to its nature.,2025-11-04
BUG_023842,Monitoring Bug detected in system,This issue relates to a monitoring bug occurring in the application.,502.0,Monitoring Bug,Web Development,Kubernetes,Medium,Development,Frontend Developer,Misconfiguration or logic issue related to monitoring bug,Review and fix the monitoring bug according to best practices,This bug requires a frontend developer due to its nature.,2025-02-19
BUG_023843,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,403.0,Frontend Routing Bug,Cloud,MySQL,Low,Development,Data Engineer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a data engineer due to its nature.,2025-12-07
BUG_023844,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,403.0,Frontend Routing Bug,Web Development,Docker,Low,Production,Mobile Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a mobile developer due to its nature.,2025-02-05
BUG_023845,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,401.0,Logging Bug,Mobile,Spring Boot,Low,Production,Data Engineer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a data engineer due to its nature.,2025-06-23
BUG_023846,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,503.0,UI Bug,Data,MySQL,Critical,Production,Cloud Engineer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-11-23
BUG_023847,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,400.0,Frontend Routing Bug,Data,GCP,Critical,Production,Frontend Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a frontend developer due to its nature.,2025-07-05
BUG_023848,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,403.0,Security Vulnerability,Cloud,Docker,Medium,Staging,Frontend Developer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a frontend developer due to its nature.,2025-06-18
BUG_023849,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,404.0,Authentication Bug,Web Development,Kubernetes,Critical,Development,DevOps Engineer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a devops engineer due to its nature.,2025-06-21
BUG_023850,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,503.0,Authentication Bug,Cloud,Vue,High,Production,Backend Developer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a backend developer due to its nature.,2025-05-20
