id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,subtitle,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,narrator_short_bio,featured_start_at,featured_end_at,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
fP-Wdgy7c9,8lIQ_7Qsjm,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-08-02T01:00:00.000Z,13,A Walk Around Nice,ko,0-default,Meander through this Mediterranean city in France where the sun is always shining.,444e56a63bbe4034b79149b8f9c4f6c8,False,True,sleep_stories,generic,False,2022-07-27T16:56:07.397Z,2022-08-01T16:03:15.727Z,Histoire pour dormir,63PB06XR,Andrew Martin,True,Bw8mKSyGDF,Bang Woo Ho,"산과 강과 바다를 좋아하고, 장작불을 좋아 하는 성우 방우호 입니다. 

저의 목소리가 여러분의 마음속에 따듯함으로 깃들길 소망합니다. ",,False,2021-04-01T20:46:15.123Z,2021-04-01T20:58:13.317Z,38c423a60987258dfcb9021b11309f0a,image,image/jpeg,126362,https://assets.calm.com/38c423a60987258dfcb9021b11309f0a.jpeg,800,809,"['#7f7f7f', '#424242']",0e363170f42f6aba10f81c661e032d46,image,image/jpeg,2710332,https://assets.calm.com/0e363170f42f6aba10f81c661e032d46.jpeg,2000,2000,"['#26c45c', '#633925']",637725f7c1238189bb8b9b5fc0850cc5,image,image/jpeg,1030880,https://assets.calm.com/637725f7c1238189bb8b9b5fc0850cc5.jpeg,2000,2000,"['#28c45e', '#633925']",637725f7c1238189bb8b9b5fc0850cc5,image,image/jpeg,1030880,https://assets.calm.com/637725f7c1238189bb8b9b5fc0850cc5.jpeg,2000,2000,"['#28c45e', '#633925']",0e363170f42f6aba10f81c661e032d46,image,image/jpeg,2710332,https://assets.calm.com/0e363170f42f6aba10f81c661e032d46.jpeg,2000,2000,"['#26c45c', '#633925']",,,,,,,,,,,
Xkfk84LD1D,xVHL3ITlgU,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-04-20T20:00:00.000Z,49,Siesta,ko,0-default,Enjoy our latest nap story as you indulge in the refreshing practice of the afternoon Siesta before awakening gently to a chorus of birdsong,e76fe6d91ee4814c59723c4104283ba0,False,True,sleep_stories,generic,False,2021-04-12T18:33:05.956Z,2021-08-17T18:32:08.368Z,Histoire pour dormir,JwEVYXRO,Calm,True,xlskXrXlIg,Park Min Ki,"안녕하세요. 세상을 따뜻하게 바라보는 대교 출신의 성우입니다.
현재 프리랜서로 활동 중이며
더빙과 오디오북 등을 통해 여러분에게도 따뜻함과 즐거움을 드리기 위해 노력하고 있습니다.
",,False,2021-03-09T14:03:43.316Z,2021-03-09T15:33:08.533Z,693b82996f348c3ce749922cfbdefcbb,image,image/jpeg,470301,https://assets.calm.com/693b82996f348c3ce749922cfbdefcbb.jpeg,1080,1080,"['#c5a354', '#623a2e']",1182fb09c0bf565fcd844a7e722c8a31,image,image/jpeg,10321965,https://assets.calm.com/1182fb09c0bf565fcd844a7e722c8a31.jpeg,1920,1920,"['#efb04c', '#36180f']",8088948541ee41cfbd6459fd08dc2676,image,image/jpeg,10557672,https://assets.calm.com/8088948541ee41cfbd6459fd08dc2676.jpeg,2000,2000,"['#f9c33f', '#361207']",8088948541ee41cfbd6459fd08dc2676,image,image/jpeg,10557672,https://assets.calm.com/8088948541ee41cfbd6459fd08dc2676.jpeg,2000,2000,"['#f9c33f', '#361207']",1182fb09c0bf565fcd844a7e722c8a31,image,image/jpeg,10321965,https://assets.calm.com/1182fb09c0bf565fcd844a7e722c8a31.jpeg,1920,1920,"['#efb04c', '#36180f']",,,,,,,,,,,
4n5oFVn-Nc,A_Lhmlqxhy,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-10-05T20:00:00.000Z,28,Refreshing Nap,ko,0-default,"Enjoy this restorative nap before a soothing symphony of birdsongs awakens you, so you can begin the day again, refreshed and renewed.",9d40cdf2b85b62a1efa9cbe68c01e666,False,True,sleep_stories,generic,False,2021-09-24T19:04:17.489Z,2021-10-05T19:14:27.762Z,Histoire pour dormir,JwEVYXRO,Calm,True,ghZGPjcogk,Hwuang Won Jong,"안녕하세요, 성우 황원종입니다.
제 목소리가 여러분의 마음속에 고요한 평화를 가져다줄 수 있길 바랍니다.
언제나 행복한 날들 보내세요. 감사합니다.",,False,2021-06-30T12:58:56.314Z,2021-07-06T16:34:17.721Z,f67f51e062cedf1d451461ecf02ffbeb,image,image/jpeg,86614,https://assets.calm.com/f67f51e062cedf1d451461ecf02ffbeb.jpeg,556,556,"['#cc9494', '#592a2a']",631012a649338682441ebec345b21f66,image,image/jpeg,2705750,https://assets.calm.com/631012a649338682441ebec345b21f66.jpeg,1920,1920,"['#bfe93b', '#733b09']",e5377f2dce99e48772d67753d49d812d,image,image/jpeg,9826501,https://assets.calm.com/e5377f2dce99e48772d67753d49d812d.jpeg,2000,2000,"['#c4d63a', '#567504']",e5377f2dce99e48772d67753d49d812d,image,image/jpeg,9826501,https://assets.calm.com/e5377f2dce99e48772d67753d49d812d.jpeg,2000,2000,"['#c4d63a', '#567504']",631012a649338682441ebec345b21f66,image,image/jpeg,2705750,https://assets.calm.com/631012a649338682441ebec345b21f66.jpeg,1920,1920,"['#bfe93b', '#733b09']",,,,,,,,,,,
1F6ldkbF-y,qn0_H9cQmW,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-07-08T17:00:00.000Z,41,The Queen Mary,ko,0-default,Cruise on the world’s most luxurious ship as the Atlantic Ocean lulls you to sleep.,563d94c09bbe64fede89f454fc093eac,False,True,sleep_stories,generic,False,2021-06-17T15:02:38.970Z,2021-08-17T18:32:35.076Z,Histoire pour dormir,63PB06XR,Andrew Martin,True,ghZGPjcogk,Hwuang Won Jong,"안녕하세요, 성우 황원종입니다.
제 목소리가 여러분의 마음속에 고요한 평화를 가져다줄 수 있길 바랍니다.
언제나 행복한 날들 보내세요. 감사합니다.",,False,2021-06-30T12:58:56.314Z,2021-07-06T16:34:17.721Z,f67f51e062cedf1d451461ecf02ffbeb,image,image/jpeg,86614,https://assets.calm.com/f67f51e062cedf1d451461ecf02ffbeb.jpeg,556,556,"['#cc9494', '#592a2a']",86d428b3979ae3408041ed7a9e10c97e,image,image/jpeg,10579522,https://assets.calm.com/86d428b3979ae3408041ed7a9e10c97e.jpeg,2000,2000,"['#b70704', '#041c4c']",e46c2f16805bf728995d1fe33d043c08,image,image/jpeg,3054576,https://assets.calm.com/e46c2f16805bf728995d1fe33d043c08.jpeg,2000,2000,"['#b12d0d', '#042454']",e46c2f16805bf728995d1fe33d043c08,image,image/jpeg,3054576,https://assets.calm.com/e46c2f16805bf728995d1fe33d043c08.jpeg,2000,2000,"['#b12d0d', '#042454']",86d428b3979ae3408041ed7a9e10c97e,image,image/jpeg,10579522,https://assets.calm.com/86d428b3979ae3408041ed7a9e10c97e.jpeg,2000,2000,"['#b70704', '#041c4c']",,,,,,,,,,,
j6JIIqNza_,OoRj9DONg9,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-11-10T20:00:00.000Z,50,Monet's Garden,ko,0-default,Immerse yourself in a world of color as you explore the paintings of Claude Monet.,d82de5ca532badcdfc7ae56268056bea,False,True,sleep_stories,generic,False,2020-11-10T20:00:00.000Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,LqPw0wpY,Eurydice Da Silva,True,bkDrNhfOSm,Jiwon Koo,"2018년부터 프리랜서로 활동하고 있는 성우 구지원입니다.
오디오 드라마, 애니메이션, 광고, 내레이션, 정부 기관 홍보 영상 등, 목소리가 필요한 다양한 분야에서 활동하고 있습니다.",,False,2020-10-08T01:07:53.082Z,2020-10-08T01:08:28.080Z,780d223ca6bd6ddf5a41ef5091d8b88b,image,image/jpeg,202997,https://assets.calm.com/780d223ca6bd6ddf5a41ef5091d8b88b.jpeg,887,808,"['#d5bfba', '#221511', '#8d4d3c']",697ba35033d40131529f0f860567f0b0,image,image/jpeg,8369103,https://assets.calm.com/697ba35033d40131529f0f860567f0b0.jpeg,1920,1920,"['#ced127', '#717511']",93302903466837020cfb72e71530a72e,image,image/jpeg,10537078,https://assets.calm.com/93302903466837020cfb72e71530a72e.jpeg,1920,1920,"['#cec536', '#736f10']",93302903466837020cfb72e71530a72e,image,image/jpeg,10537078,https://assets.calm.com/93302903466837020cfb72e71530a72e.jpeg,1920,1920,"['#cec536', '#736f10']",697ba35033d40131529f0f860567f0b0,image,image/jpeg,8369103,https://assets.calm.com/697ba35033d40131529f0f860567f0b0.jpeg,1920,1920,"['#ced127', '#717511']",,,,,,,,,,,
5NgySVykBX,ClA-jzHrAw,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-03-03T18:00:00.000Z,81,The Beauty of the Outer Banks,ko,0-default,Slip off your shoes for a soothing stroll as you take in the beautiful sights and relaxing sounds along the tranquil coast of the Outer Banks,07a27525cf3afe3db1bf6bb471bb0776,False,True,sleep_stories,generic,False,2020-03-03T22:38:31.089Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,r42XLLJp,Candace Rardon,True,QpI_W_bo7F,Kim Hwon,"En tant qu'acteur de doublage, il a enregistré de nombreuses publicités, animations, jeux et plus encore. Son objectif est de communiquer des émotions grâce à sa voix chaleureuse. Ses travaux les plus représentatifs incluent Binggrae Son Heung-min x Supercon, le PC LG Ultra Gear all-in-one, la plateforme KT Communication Big Data et la vidéo POSCO Steel PR.",,False,2020-02-19T16:10:43.064Z,2020-02-19T16:14:40.496Z,fdd53cc2069beda1b6db93d61314adca,image,image/png,111453,https://assets.calm.com/fdd53cc2069beda1b6db93d61314adca.png,250,250,"['#71645d', '#e1d8d4', '#cebfaf']",44c757d7654a429d11a7d0e000a1b281,image,image/jpeg,10430371,https://assets.calm.com/44c757d7654a429d11a7d0e000a1b281.jpeg,1920,1920,"['#bd6c49', '#643924']",8fbe7283a4b9bd899834ff11e67a68c8,image,image/jpeg,7912580,https://assets.calm.com/8fbe7283a4b9bd899834ff11e67a68c8.jpeg,1920,1920,"['#b4542c', '#58341c']",8fbe7283a4b9bd899834ff11e67a68c8,image,image/jpeg,7912580,https://assets.calm.com/8fbe7283a4b9bd899834ff11e67a68c8.jpeg,1920,1920,"['#b4542c', '#58341c']",44c757d7654a429d11a7d0e000a1b281,image,image/jpeg,10430371,https://assets.calm.com/44c757d7654a429d11a7d0e000a1b281.jpeg,1920,1920,"['#bd6c49', '#643924']",,,,,,,,,,,
C1ofNRrLte,lqMjYSFI2h,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-11-17T20:00:00.000Z,50,Australia’s Coral Coast,ko,0-default,Float in the warm waters of the Indian Ocean alongside the most majestic creatures of the sea.,ec4ca22c8efbcc630d6cb4c163afc333,False,True,sleep_stories,generic,False,2020-11-05T23:17:03.870Z,2021-08-17T18:30:58.971Z,Histoire pour dormir,A49ZOW1A,Phoebe Smith,True,yUWJtLYvUo,Jiwoon Lee,"배우 겸 성우 활동을 하고 있는 이지운입니다.
10년 이상 연극 생활 후 광고 내레이션 게임 성우로 활동을 하다가 영화 드라마 배우를 공부하고 참여도 하고 있습니다.
따뜻한 느낌이 제 장점이고, 다양한 느낌도 가리지 않고 하려는 도전하는 마음이 많습니다.
더 진실된 느낌으로 많은 사람에게 다가가고자 하는 게 제 목표입니다.",,False,2020-10-08T01:04:26.186Z,2020-10-08T01:06:42.472Z,acf23c21fb160f966062ff9ad001e604,image,image/jpeg,242399,https://assets.calm.com/acf23c21fb160f966062ff9ad001e604.jpeg,539,538,"['#e7d6c7', '#211810', '#88553d']",f23a4e2e8e7a29fb8f810158b256981e,image,image/jpeg,622276,https://assets.calm.com/f23a4e2e8e7a29fb8f810158b256981e.jpeg,1920,1920,"['#04a7e7', '#044b8f']",27c6a31a4d97569e95a36e5377fdefcb,image,image/jpeg,10103013,https://assets.calm.com/27c6a31a4d97569e95a36e5377fdefcb.jpeg,1920,1920,"['#0e3457', '#a05a57', '#10b1e4']",27c6a31a4d97569e95a36e5377fdefcb,image,image/jpeg,10103013,https://assets.calm.com/27c6a31a4d97569e95a36e5377fdefcb.jpeg,1920,1920,"['#0e3457', '#a05a57', '#10b1e4']",f23a4e2e8e7a29fb8f810158b256981e,image,image/jpeg,622276,https://assets.calm.com/f23a4e2e8e7a29fb8f810158b256981e.jpeg,1920,1920,"['#04a7e7', '#044b8f']",,,,,,,,,,,
WHh5sDKxak,MF6tBkNxy3,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-02-03T01:30:00.000Z,50,Wonder of the Northern Lights,ko,0-default,"Tonight, join Kim Sang Baek above the arctic circle to experience the breathtaking beauty and awe-inspiring wonder of the Northern Lights",ff624b8b920a3d3b9d48b4e66c45c645,False,True,sleep_stories,generic,False,2021-02-03T01:30:00.000Z,2021-08-17T18:31:31.199Z,Histoire pour dormir,r42XLLJp,Candace Rardon,True,_vbOr33-Rp,Kim Sang Baek,"Même si je sais écouter, je refuse d'accepter les idées toutes faites.
Je recherche la stabilité, mais j'essaie de ne pas suivre le troupeau. 
J'essaie toujours de trouver quelque chose de nouveau, mais j'apprécie aussi la contemplation",,False,2020-05-08T01:40:23.823Z,2020-05-08T01:43:48.167Z,7527106d0bdd65e238d68f7f8236ccf1,image,image/jpeg,75559,https://assets.calm.com/7527106d0bdd65e238d68f7f8236ccf1.jpeg,359,359,"['#c6b09a', '#2b272c', '#514644']",8dda52132eb1948e03d965a4848f5e1d,image,image/jpeg,258076,https://assets.calm.com/8dda52132eb1948e03d965a4848f5e1d.jpeg,1920,1920,"['#1fbf9d', '#04876a']",f2122b4c442a0c67584dc826003471c4,image,image/jpeg,2322119,https://assets.calm.com/f2122b4c442a0c67584dc826003471c4.jpeg,2000,2000,"['#23bb97', '#04876a']",f2122b4c442a0c67584dc826003471c4,image,image/jpeg,2322119,https://assets.calm.com/f2122b4c442a0c67584dc826003471c4.jpeg,2000,2000,"['#23bb97', '#04876a']",b38b4a8d68aafccc9c6dfd5242cf5fab,image,image/jpeg,104922,https://assets.calm.com/b38b4a8d68aafccc9c6dfd5242cf5fab.jpeg,1125,300,"['#19c49e', '#12736b']",Non-Fiction,b38b4a8d68aafccc9c6dfd5242cf5fab,image,image/jpeg,104922.0,https://assets.calm.com/b38b4a8d68aafccc9c6dfd5242cf5fab.jpeg,1125.0,300.0,"['#19c49e', '#12736b']",,
_5B_MJ56WM,Ztp3rAqLbS,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-07-20T21:00:00.000Z,39,Turtle Dreams,ko,0-default,Float through an underwater world as a tiny sea turtle discovers his home.,22ea209ac5e1372a2ba54f44bab2d07b,False,True,sleep_stories,generic,False,2021-07-13T13:21:08.704Z,2021-08-17T18:32:46.459Z,Histoire pour dormir,X01rO5n6,Julie Aigner Clark,True,ghZGPjcogk,Hwuang Won Jong,"안녕하세요, 성우 황원종입니다.
제 목소리가 여러분의 마음속에 고요한 평화를 가져다줄 수 있길 바랍니다.
언제나 행복한 날들 보내세요. 감사합니다.",,False,2021-06-30T12:58:56.314Z,2021-07-06T16:34:17.721Z,f67f51e062cedf1d451461ecf02ffbeb,image,image/jpeg,86614,https://assets.calm.com/f67f51e062cedf1d451461ecf02ffbeb.jpeg,556,556,"['#cc9494', '#592a2a']",39631273399cd2b3d73da04ec75e16ce,image,image/jpeg,2438745,https://assets.calm.com/39631273399cd2b3d73da04ec75e16ce.jpeg,2000,2000,"['#1963b1', '#0d347c']",c981a084e0efa38a712b764adcf8bfc5,image,image/jpeg,2411245,https://assets.calm.com/c981a084e0efa38a712b764adcf8bfc5.jpeg,2000,2000,"['#488cc6', '#0a347e']",c981a084e0efa38a712b764adcf8bfc5,image,image/jpeg,2411245,https://assets.calm.com/c981a084e0efa38a712b764adcf8bfc5.jpeg,2000,2000,"['#488cc6', '#0a347e']",39631273399cd2b3d73da04ec75e16ce,image,image/jpeg,2438745,https://assets.calm.com/39631273399cd2b3d73da04ec75e16ce.jpeg,2000,2000,"['#1963b1', '#0d347c']",,,,,,,,,,,
VHk91C8oZi,b7QAc9mJra,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-10-20T19:00:00.000Z,53,The Golden Arrow,ko,0-default,Take a trip of sophistication on trains and ferries all the way from London to Paris.,c7b07dfe5ebf568cd53797b46f86ed83,False,True,sleep_stories,generic,False,2020-10-20T19:00:00.000Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,63PB06XR,Andrew Martin,True,bkDrNhfOSm,Jiwon Koo,"2018년부터 프리랜서로 활동하고 있는 성우 구지원입니다.
오디오 드라마, 애니메이션, 광고, 내레이션, 정부 기관 홍보 영상 등, 목소리가 필요한 다양한 분야에서 활동하고 있습니다.",,False,2020-10-08T01:07:53.082Z,2020-10-08T01:08:28.080Z,780d223ca6bd6ddf5a41ef5091d8b88b,image,image/jpeg,202997,https://assets.calm.com/780d223ca6bd6ddf5a41ef5091d8b88b.jpeg,887,808,"['#d5bfba', '#221511', '#8d4d3c']",55eb34b94c4b2e7280d401724217dfc4,image,image/jpeg,7991695,https://assets.calm.com/55eb34b94c4b2e7280d401724217dfc4.jpeg,1920,1920,"['#977e1e', '#533d09']",9b0cdf534db2a8b4324c541096b8bb47,image,image/jpeg,9352947,https://assets.calm.com/9b0cdf534db2a8b4324c541096b8bb47.jpeg,1920,1920,"['#9c4404', '#79390f']",9b0cdf534db2a8b4324c541096b8bb47,image,image/jpeg,9352947,https://assets.calm.com/9b0cdf534db2a8b4324c541096b8bb47.jpeg,1920,1920,"['#9c4404', '#79390f']",55eb34b94c4b2e7280d401724217dfc4,image,image/jpeg,7991695,https://assets.calm.com/55eb34b94c4b2e7280d401724217dfc4.jpeg,1920,1920,"['#977e1e', '#533d09']",,,,,,,,,,,
1HAZ0FW7jU,Q9LdIJ0bEC,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-04-22T19:00:00.000Z,77,The Butterfly Sanctuary,ko,0-default,Unwind as Seo Won Seok tells you a tale of butterflies fluttering by,bdf9f09351c9a159dcf5f717a19070c5,False,True,sleep_stories,generic,False,2020-04-22T21:57:14.406Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,GXr4t0jnp5,Seo Won Seok,"Même si j'ai peut-être l'air un peu dur comme ça, je ne suis pas un type dur au fond. J'essaie toujours de regarder le monde affectueusement. Lire est ce qui me remplit de joie.
",,False,2020-03-20T20:17:15.568Z,2020-03-26T17:51:40.088Z,ab4f945b2cbf000df7096e1ab016bbf4,image,image/jpeg,253624,https://assets.calm.com/ab4f945b2cbf000df7096e1ab016bbf4.jpeg,938,938,"['#41352b', '#ddbb91', '#b5825b']",0fe45016dd492794c08310cde31fcbee,image,image/jpeg,240841,https://assets.calm.com/0fe45016dd492794c08310cde31fcbee.jpeg,1920,1920,"['#89c407', '#5e9706']",4744af8a017e19e334158ad9d40d0b4c,image,image/jpeg,10585791,https://assets.calm.com/4744af8a017e19e334158ad9d40d0b4c.jpeg,1920,1920,"['#85af45', '#547f11']",4744af8a017e19e334158ad9d40d0b4c,image,image/jpeg,10585791,https://assets.calm.com/4744af8a017e19e334158ad9d40d0b4c.jpeg,1920,1920,"['#85af45', '#547f11']",c9eb4d33862687703a03f41eb600fe38,image,image/jpeg,96025,https://assets.calm.com/c9eb4d33862687703a03f41eb600fe38.jpeg,1125,300,"['#e28e22', '#5a9305']",Fiction,c9eb4d33862687703a03f41eb600fe38,image,image/jpeg,96025.0,https://assets.calm.com/c9eb4d33862687703a03f41eb600fe38.jpeg,1125.0,300.0,"['#e28e22', '#5a9305']",,
yPsPvXr0oV,iI5mkX-OoU,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-01-22T04:16:29.740Z,86,Afternoon Nap,ko,0-default,"Refresh your mind & recharge your body with a special nap story. After a brief intro and soothing music, you’ll wake up to gentle birdsong.",b8f2bcd4640701e635a434c124ccafd9,False,True,sleep_stories,generic,False,2020-01-22T03:22:18.653Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,JwEVYXRO,Calm,True,_5jMSqQSgq,Shin Beom Sik,"Il a travaillé dans divers domaines, y compris des séries radiophoniques, des documentaires, des discours publicitaires et a doublé un certain nombre de films et d'animations tels que One Piece et Star Wars.",,False,2019-11-21T15:46:14.339Z,2019-11-22T12:46:46.188Z,22b128a6db69aa76499587d2cf8f2310,image,image/png,2045641,https://assets.calm.com/22b128a6db69aa76499587d2cf8f2310.png,3000,3000,"['#e2c8b2', '#211d23', '#9f694e']",5e14640527ec0082f694f0f3742fc16e,image,image/jpeg,199996,https://assets.calm.com/5e14640527ec0082f694f0f3742fc16e.jpeg,1920,1920,"['#58afb1', '#466a9c']",a533704184d40f78d02335c49b805bb9,image,image/jpeg,663836,https://assets.calm.com/a533704184d40f78d02335c49b805bb9.jpeg,1920,1920,"['#4787b7', '#24445c']",a533704184d40f78d02335c49b805bb9,image,image/jpeg,663836,https://assets.calm.com/a533704184d40f78d02335c49b805bb9.jpeg,1920,1920,"['#4787b7', '#24445c']",68e0fc97a4a2e922f987a36455515786,image,image/jpeg,121119,https://assets.calm.com/68e0fc97a4a2e922f987a36455515786.jpeg,1125,300,"['#da8482', '#661f1e']",Non-Fiction,68e0fc97a4a2e922f987a36455515786,image,image/jpeg,121119.0,https://assets.calm.com/68e0fc97a4a2e922f987a36455515786.jpeg,1125.0,300.0,"['#da8482', '#661f1e']",,
77rmc_AZz8,kyULpfZ3At,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-04-07T19:00:00.000Z,79,Journey to the Stars,ko,0-default,Join Seo Won Seok for an awe-inspiring journey across our beloved solar system.,b83f239c0858726b007061b8a94b84ca,False,True,sleep_stories,generic,False,2020-04-07T23:02:30.867Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,GXr4t0jnp5,Seo Won Seok,"Même si j'ai peut-être l'air un peu dur comme ça, je ne suis pas un type dur au fond. J'essaie toujours de regarder le monde affectueusement. Lire est ce qui me remplit de joie.
",,False,2020-03-20T20:17:15.568Z,2020-03-26T17:51:40.088Z,ab4f945b2cbf000df7096e1ab016bbf4,image,image/jpeg,253624,https://assets.calm.com/ab4f945b2cbf000df7096e1ab016bbf4.jpeg,938,938,"['#41352b', '#ddbb91', '#b5825b']",d3ea43a9f4b2c12384066e9ab0d9a6cd,image,image/jpeg,8775802,https://assets.calm.com/d3ea43a9f4b2c12384066e9ab0d9a6cd.jpeg,1920,1920,"['#9f5730', '#5c240c']",0fad6c5b132ebd44394d51a383e07abb,image,image/jpeg,7620491,https://assets.calm.com/0fad6c5b132ebd44394d51a383e07abb.jpeg,1920,1920,"['#b47844', '#5c2c12']",0fad6c5b132ebd44394d51a383e07abb,image,image/jpeg,7620491,https://assets.calm.com/0fad6c5b132ebd44394d51a383e07abb.jpeg,1920,1920,"['#b47844', '#5c2c12']",d3ea43a9f4b2c12384066e9ab0d9a6cd,image,image/jpeg,8775802,https://assets.calm.com/d3ea43a9f4b2c12384066e9ab0d9a6cd.jpeg,1920,1920,"['#9f5730', '#5c240c']",,,,,,,,,,,
mRrXB1Paa,HF7P4VxcdN,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-12-07T18:00:00.000Z,20,Crossing Ireland by Train,ko,0-default,Join Bang Woo Ho for a magical trip across the sweeping landscapes of Ireland.,92c064f5d03ea3b48d5969fa44532b72,False,True,sleep_stories,generic,False,2021-11-19T10:05:22.759Z,2025-05-14T20:14:58.283Z,Histoire pour dormir,A49ZOW1A,Phoebe Smith,True,Bw8mKSyGDF,Bang Woo Ho,"산과 강과 바다를 좋아하고, 장작불을 좋아 하는 성우 방우호 입니다. 

저의 목소리가 여러분의 마음속에 따듯함으로 깃들길 소망합니다. ",,False,2021-04-01T20:46:15.123Z,2021-04-01T20:58:13.317Z,38c423a60987258dfcb9021b11309f0a,image,image/jpeg,126362,https://assets.calm.com/38c423a60987258dfcb9021b11309f0a.jpeg,800,809,"['#7f7f7f', '#424242']",46cc5d5800679317ca7cc006e822ed86,image,image/jpeg,11605633,https://assets.calm.com/46cc5d5800679317ca7cc006e822ed86.jpeg,2500,2500,"['#3937b8', '#1c5c51']",d5681de585140511b11849009039ef1d,image,image/jpeg,10136280,https://assets.calm.com/d5681de585140511b11849009039ef1d.jpeg,2000,2000,"['#3835be', '#450b2b']",d5681de585140511b11849009039ef1d,image,image/jpeg,10136280,https://assets.calm.com/d5681de585140511b11849009039ef1d.jpeg,2000,2000,"['#3835be', '#450b2b']",46cc5d5800679317ca7cc006e822ed86,image,image/jpeg,11605633,https://assets.calm.com/46cc5d5800679317ca7cc006e822ed86.jpeg,2500,2500,"['#3937b8', '#1c5c51']",,,,,,,,,,,
