job_title,country,city,salary,currency,years_experience,skills,tools_models,work_mode,company_size,industry,year,education,gender,job_demand_index,source
Generative AI Engineer,Australia,Brisbane,216250,AUD,13,"Python, PyTorch, LangChain","GPT-4, Stable Diffusion",Remote,Medium,Healthcare,2023,Masters,Male,85,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Paris,183750,EUR,11,"Transformers, RAG, PyTorch","GPT-4, LangChain",Hybrid,Startup,Technology,2024,Diploma,Female,94,Synthetic approximation based on public salary reports
Data Scientist,UAE,Sharjah,577000,AED,15,"SQL, NumPy, Python","RandomForest, XGBoost",Hybrid,Medium,Technology,2023,PhD,Prefer not to say,78,Synthetic approximation based on public salary reports
LLM Researcher,United Kingdom,Edinburgh,128700,GBP,4,"Distributed Training, Deep Learning, Reinforcement Learning","Llama 3, Mistral",Remote,Medium,Technology,2021,Bachelors,Female,61,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Rotterdam,126250,EUR,3,"Transformers, LangChain, Python","Stable Diffusion, Llama 3",Onsite,Startup,Technology,2025,Bachelors,Female,90,Synthetic approximation based on public salary reports
Generative AI Engineer,Australia,Sydney,272500,AUD,15,"Python, Vector Databases, RAG","Llama 3, GPT-4",Hybrid,Large,Education,2022,PhD,Prefer not to say,68,Synthetic approximation based on public salary reports
LLM Researcher,France,Paris,123500,EUR,9,"Transformers, Reinforcement Learning, Deep Learning","Mistral, Custom LLM",Onsite,Medium,Healthcare,2022,Masters,Prefer not to say,66,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Eindhoven,92500,EUR,6,"Python, PyTorch, RAG","Stable Diffusion, Llama 3",Remote,Medium,Education,2023,Masters,Female,84,Synthetic approximation based on public salary reports
Machine Learning Engineer,India,Bengaluru,2038300,INR,8,"Docker, Python, PyTorch","PyTorch, TensorFlow",Hybrid,Medium,Consulting,2025,Diploma,Female,89,Synthetic approximation based on public salary reports
Data Scientist,UAE,Dubai,591000,AED,15,"NumPy, Scikit-learn, Python","RandomForest, XGBoost",Hybrid,Startup,Education,2021,Diploma,Non-binary,72,Synthetic approximation based on public salary reports
LLM Researcher,United States,Boston,382200,USD,12,"Distributed Training, PyTorch, Deep Learning","DeepSpeed, Llama 3",Hybrid,Large,Finance,2023,PhD,Prefer not to say,75,Synthetic approximation based on public salary reports
Generative AI Engineer,Germany,Berlin,155000,EUR,7,"RAG, PyTorch, Vector Databases","Stable Diffusion, LangChain",Hybrid,Large,E-commerce,2023,PhD,Prefer not to say,85,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,London,112200,GBP,15,"MLflow, PyTorch, TensorFlow","ONNX, PyTorch",Onsite,Startup,Technology,2023,Masters,Female,90,Synthetic approximation based on public salary reports
Data Scientist,United States,Austin,276000,USD,11,"SQL, Pandas, NumPy","RandomForest, LightGBM",Remote,Large,Finance,2025,Bachelors,Female,89,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Ottawa,242650,CAD,15,"A/B Testing, Python, Evaluation","GPT-4, Llama 3",Onsite,Medium,Finance,2025,PhD,Prefer not to say,88,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,169400,SGD,7,"TensorFlow, Kubernetes, PyTorch","TensorFlow, ONNX",Remote,Startup,Consulting,2020,PhD,Prefer not to say,77,Synthetic approximation based on public salary reports
Prompt Engineer,Netherlands,Amsterdam,115000,EUR,5,"Evaluation, LLMs, Python","Gemini, Llama 3",Remote,Startup,Finance,2020,Masters,Female,49,Synthetic approximation based on public salary reports
Generative AI Engineer,India,Bengaluru,2447500,INR,9,"PyTorch, Vector Databases, Transformers","Llama 3, GPT-4",Remote,Large,Finance,2021,Masters,Male,65,Synthetic approximation based on public salary reports
LLM Researcher,Singapore,Singapore,133900,SGD,5,"Reinforcement Learning, Transformers, PyTorch","Llama 3, DeepSpeed",Remote,Startup,Technology,2021,Diploma,Female,59,Synthetic approximation based on public salary reports
Machine Learning Engineer,India,Pune,2333100,INR,12,"MLflow, Kubernetes, Docker","ONNX, PyTorch",Remote,Large,Healthcare,2022,Bachelors,Male,85,Synthetic approximation based on public salary reports
Machine Learning Engineer,UAE,Abu Dhabi,541200,AED,15,"Kubernetes, TensorFlow, MLflow","ONNX, PyTorch",Remote,Medium,Education,2020,Bachelors,Male,77,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Melbourne,201250,AUD,8,"A/B Testing, LLMs, Prompt Engineering","Llama 3, GPT-4",Remote,Medium,Finance,2023,Bachelors,Non-binary,70,Synthetic approximation based on public salary reports
Generative AI Engineer,Singapore,Singapore,152500,SGD,1,"Transformers, LangChain, RAG","GPT-4, LangChain",Onsite,Large,Technology,2020,Masters,Female,56,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Marseille,101250,EUR,8,"PyTorch, Transformers, Vector Databases","Llama 3, GPT-4",Hybrid,Startup,Healthcare,2021,PhD,Male,64,Synthetic approximation based on public salary reports
Machine Learning Engineer,Netherlands,Eindhoven,115500,EUR,4,"Python, TensorFlow, PyTorch","ONNX, TensorFlow",Hybrid,Medium,Finance,2024,Diploma,Non-binary,97,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Vancouver,207000,CAD,12,"A/B Testing, Prompt Engineering, LLMs","GPT-4, Llama 3",Onsite,Startup,E-commerce,2024,Bachelors,Prefer not to say,74,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,Cambridge,84700,GBP,1,"Kubernetes, TensorFlow, PyTorch","TensorFlow, PyTorch",Onsite,Medium,Technology,2020,Diploma,Male,70,Synthetic approximation based on public salary reports
LLM Researcher,Australia,Melbourne,191100,AUD,4,"Deep Learning, Transformers, PyTorch","Custom LLM, Mistral",Onsite,Large,Consulting,2025,PhD,Male,84,Synthetic approximation based on public salary reports
Data Scientist,United Kingdom,Edinburgh,55000,GBP,0,"Python, NumPy, Pandas","RandomForest, XGBoost",Onsite,Startup,Technology,2022,PhD,Non-binary,82,Synthetic approximation based on public salary reports
Generative AI Engineer,India,Hyderabad,1375000,INR,2,"RAG, Python, LangChain","Stable Diffusion, LangChain",Remote,Startup,Technology,2024,Masters,Male,94,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Rotterdam,97500,EUR,6,"PyTorch, RAG, Transformers","LangChain, Llama 3",Hybrid,Medium,Healthcare,2020,Diploma,Male,59,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,123200,SGD,10,"Python, Docker, MLflow","PyTorch, TensorFlow",Hybrid,Large,Healthcare,2024,Diploma,Non-binary,94,Synthetic approximation based on public salary reports
Machine Learning Engineer,United Kingdom,Edinburgh,161700,GBP,15,"Kubernetes, Docker, TensorFlow","ONNX, TensorFlow",Onsite,Large,Education,2023,Bachelors,Female,87,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,168000,SGD,10,"Statistics, SQL, Pandas","RandomForest, XGBoost",Onsite,Medium,Finance,2020,PhD,Non-binary,73,Synthetic approximation based on public salary reports
Data Scientist,United Kingdom,Cambridge,83000,GBP,6,"Pandas, Statistics, SQL","XGBoost, LightGBM",Onsite,Medium,Consulting,2024,PhD,Male,89,Synthetic approximation based on public salary reports
Data Scientist,Singapore,Singapore,171000,SGD,8,"Scikit-learn, Statistics, NumPy","RandomForest, XGBoost",Remote,Startup,Education,2024,Bachelors,Male,85,Synthetic approximation based on public salary reports
LLM Researcher,India,Bengaluru,1813500,INR,6,"PyTorch, Distributed Training, Transformers","DeepSpeed, Llama 3",Onsite,Large,E-commerce,2021,Masters,Non-binary,58,Synthetic approximation based on public salary reports
LLM Researcher,India,Gurugram,3261700,INR,15,"Transformers, Deep Learning, Distributed Training","Llama 3, Mistral",Hybrid,Startup,Consulting,2024,PhD,Female,83,Synthetic approximation based on public salary reports
Prompt Engineer,Netherlands,Amsterdam,121900,EUR,10,"A/B Testing, Evaluation, Prompt Engineering","GPT-4, Gemini",Onsite,Large,Healthcare,2021,Bachelors,Female,49,Synthetic approximation based on public salary reports
Generative AI Engineer,Germany,Hamburg,176250,EUR,8,"RAG, Python, LangChain","GPT-4, LangChain",Remote,Large,Education,2024,Diploma,Non-binary,85,Synthetic approximation based on public salary reports
LLM Researcher,United Kingdom,Manchester,193700,GBP,14,"Reinforcement Learning, Transformers, Distributed Training","Custom LLM, DeepSpeed",Remote,Large,Healthcare,2022,PhD,Non-binary,65,Synthetic approximation based on public salary reports
Generative AI Engineer,France,Lyon,97500,EUR,2,"LangChain, Vector Databases, RAG","Stable Diffusion, LangChain",Remote,Large,Technology,2021,Diploma,Male,64,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Melbourne,193200,AUD,10,"A/B Testing, Evaluation, Python","Llama 3, Claude",Remote,Medium,Technology,2025,PhD,Female,87,Synthetic approximation based on public salary reports
Prompt Engineer,United Kingdom,Manchester,115000,GBP,5,"Python, A/B Testing, LLMs","Claude, Llama 3",Hybrid,Startup,Finance,2021,PhD,Non-binary,53,Synthetic approximation based on public salary reports
Generative AI Engineer,Germany,Hamburg,126250,EUR,7,"Python, Transformers, Vector Databases","Llama 3, GPT-4",Onsite,Large,Consulting,2022,PhD,Prefer not to say,67,Synthetic approximation based on public salary reports
Machine Learning Engineer,Australia,Brisbane,222200,AUD,9,"PyTorch, Kubernetes, MLflow","TensorFlow, PyTorch",Remote,Startup,E-commerce,2025,PhD,Female,100,Synthetic approximation based on public salary reports
LLM Researcher,United States,New York,209300,USD,6,"PyTorch, Distributed Training, Reinforcement Learning","Mistral, Llama 3",Onsite,Startup,Healthcare,2024,PhD,Non-binary,87,Synthetic approximation based on public salary reports
Generative AI Engineer,India,Pune,2022500,INR,8,"RAG, Transformers, Python","Llama 3, Stable Diffusion",Hybrid,Medium,Finance,2021,PhD,Male,66,Synthetic approximation based on public salary reports
Data Scientist,Germany,Hamburg,134000,EUR,13,"Statistics, NumPy, Scikit-learn","XGBoost, LightGBM",Onsite,Startup,Education,2022,Bachelors,Prefer not to say,81,Synthetic approximation based on public salary reports
Data Scientist,France,Lyon,111000,EUR,13,"Python, NumPy, Pandas","LightGBM, RandomForest",Hybrid,Large,Consulting,2020,Masters,Female,65,Synthetic approximation based on public salary reports
Data Scientist,Canada,Montreal,75000,CAD,1,"NumPy, Python, Pandas","RandomForest, LightGBM",Onsite,Startup,E-commerce,2025,Masters,Female,87,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,144100,SGD,6,"MLflow, TensorFlow, Python","ONNX, PyTorch",Onsite,Startup,Education,2022,PhD,Non-binary,82,Synthetic approximation based on public salary reports
LLM Researcher,India,Noida,2346500,INR,12,"Reinforcement Learning, Distributed Training, PyTorch","Mistral, DeepSpeed",Remote,Large,E-commerce,2025,Bachelors,Female,85,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Ottawa,118450,CAD,2,"Prompt Engineering, A/B Testing, Python","Gemini, GPT-4",Hybrid,Startup,E-commerce,2023,Masters,Female,79,Synthetic approximation based on public salary reports
Prompt Engineer,India,Noida,2341400,INR,8,"Prompt Engineering, A/B Testing, Evaluation","Llama 3, Claude",Onsite,Large,Healthcare,2023,Masters,Male,70,Synthetic approximation based on public salary reports
Data Scientist,United Kingdom,Cambridge,91000,GBP,4,"Python, Pandas, Statistics","LightGBM, RandomForest",Hybrid,Startup,Healthcare,2024,Bachelors,Male,89,Synthetic approximation based on public salary reports
Machine Learning Engineer,Netherlands,Rotterdam,125400,EUR,6,"MLflow, PyTorch, Kubernetes","TensorFlow, PyTorch",Remote,Medium,E-commerce,2023,Bachelors,Female,81,Synthetic approximation based on public salary reports
Prompt Engineer,France,Lyon,131100,EUR,8,"A/B Testing, Python, Prompt Engineering","GPT-4, Llama 3",Remote,Large,Healthcare,2022,Bachelors,Male,55,Synthetic approximation based on public salary reports
Data Scientist,United States,San Francisco,186000,USD,7,"Python, Pandas, Statistics","XGBoost, LightGBM",Remote,Startup,Education,2021,Masters,Female,71,Synthetic approximation based on public salary reports
LLM Researcher,Australia,Brisbane,236600,AUD,10,"Distributed Training, Transformers, Reinforcement Learning","Mistral, Custom LLM",Hybrid,Startup,Consulting,2023,Diploma,Prefer not to say,76,Synthetic approximation based on public salary reports
Data Scientist,Australia,Sydney,178000,AUD,5,"Python, Pandas, SQL","XGBoost, RandomForest",Hybrid,Startup,Finance,2024,PhD,Male,87,Synthetic approximation based on public salary reports
Generative AI Engineer,Germany,Hamburg,102500,EUR,1,"Python, RAG, Transformers","LangChain, Llama 3",Remote,Startup,Education,2022,Bachelors,Female,72,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Sydney,150650,AUD,5,"LLMs, Prompt Engineering, A/B Testing","GPT-4, Claude",Onsite,Startup,E-commerce,2022,Masters,Non-binary,55,Synthetic approximation based on public salary reports
LLM Researcher,India,Gurugram,1851200,INR,9,"Deep Learning, PyTorch, Reinforcement Learning","Mistral, Llama 3",Onsite,Startup,Consulting,2021,Masters,Non-binary,59,Synthetic approximation based on public salary reports
Data Scientist,UAE,Abu Dhabi,376000,AED,14,"Scikit-learn, Pandas, NumPy","LightGBM, XGBoost",Onsite,Medium,E-commerce,2024,Bachelors,Non-binary,88,Synthetic approximation based on public salary reports
Machine Learning Engineer,United States,Boston,199100,USD,11,"TensorFlow, Kubernetes, PyTorch","TensorFlow, ONNX",Remote,Large,Consulting,2024,Bachelors,Female,93,Synthetic approximation based on public salary reports
Machine Learning Engineer,Germany,Berlin,100100,EUR,0,"Docker, Kubernetes, Python","ONNX, PyTorch",Onsite,Large,Technology,2024,Bachelors,Male,96,Synthetic approximation based on public salary reports
Generative AI Engineer,Singapore,Singapore,282500,SGD,15,"LangChain, Python, Transformers","GPT-4, Stable Diffusion",Onsite,Startup,Consulting,2025,Diploma,Non-binary,93,Synthetic approximation based on public salary reports
Generative AI Engineer,United States,Austin,297500,USD,14,"LangChain, Transformers, Python","GPT-4, Stable Diffusion",Onsite,Medium,Education,2022,Bachelors,Female,70,Synthetic approximation based on public salary reports
LLM Researcher,UAE,Sharjah,674700,AED,10,"PyTorch, Transformers, Distributed Training","Custom LLM, Llama 3",Remote,Large,E-commerce,2024,Diploma,Female,78,Synthetic approximation based on public salary reports
Prompt Engineer,Australia,Brisbane,141450,AUD,5,"A/B Testing, Prompt Engineering, LLMs","Claude, Llama 3",Remote,Medium,Consulting,2025,PhD,Non-binary,90,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Berlin,139150,EUR,6,"Prompt Engineering, Evaluation, A/B Testing","GPT-4, Claude",Hybrid,Large,Education,2025,Diploma,Female,83,Synthetic approximation based on public salary reports
Generative AI Engineer,Australia,Sydney,133750,AUD,0,"LangChain, Transformers, Vector Databases","GPT-4, LangChain",Remote,Medium,Technology,2020,Bachelors,Non-binary,55,Synthetic approximation based on public salary reports
Prompt Engineer,United Kingdom,Cambridge,116150,GBP,13,"A/B Testing, LLMs, Evaluation","Gemini, Claude",Remote,Medium,Education,2021,Bachelors,Female,55,Synthetic approximation based on public salary reports
Machine Learning Engineer,India,Pune,1324400,INR,6,"Python, TensorFlow, Kubernetes","ONNX, TensorFlow",Hybrid,Large,Education,2020,Bachelors,Non-binary,75,Synthetic approximation based on public salary reports
Machine Learning Engineer,India,Bengaluru,3008500,INR,14,"MLflow, TensorFlow, Kubernetes","ONNX, PyTorch",Hybrid,Medium,Finance,2024,Masters,Prefer not to say,100,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Dubai,632500,AED,15,"LLMs, Evaluation, Python","Gemini, Claude",Onsite,Medium,Education,2021,PhD,Prefer not to say,54,Synthetic approximation based on public salary reports
Generative AI Engineer,Singapore,Singapore,130000,SGD,6,"Python, Vector Databases, LangChain","Llama 3, LangChain",Hybrid,Medium,Finance,2023,Bachelors,Female,82,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Hamburg,105800,EUR,4,"LLMs, Python, Prompt Engineering","GPT-4, Llama 3",Onsite,Startup,Technology,2020,Masters,Prefer not to say,51,Synthetic approximation based on public salary reports
Data Scientist,Australia,Sydney,153000,AUD,5,"Python, Statistics, NumPy","XGBoost, LightGBM",Onsite,Startup,Consulting,2023,Masters,Female,83,Synthetic approximation based on public salary reports
Machine Learning Engineer,Singapore,Singapore,205700,SGD,15,"TensorFlow, Kubernetes, PyTorch","ONNX, PyTorch",Hybrid,Medium,Education,2021,Diploma,Male,75,Synthetic approximation based on public salary reports
LLM Researcher,UAE,Sharjah,789100,AED,15,"Deep Learning, PyTorch, Distributed Training","Custom LLM, Mistral",Remote,Medium,Consulting,2024,Diploma,Female,79,Synthetic approximation based on public salary reports
Machine Learning Engineer,France,Marseille,94600,EUR,4,"MLflow, Kubernetes, PyTorch","TensorFlow, PyTorch",Onsite,Startup,Technology,2020,Masters,Female,71,Synthetic approximation based on public salary reports
Generative AI Engineer,Singapore,Singapore,188750,SGD,7,"RAG, PyTorch, Vector Databases","Llama 3, LangChain",Remote,Medium,Finance,2020,Bachelors,Male,64,Synthetic approximation based on public salary reports
Data Scientist,India,Gurugram,1528000,INR,1,"SQL, Python, Pandas","XGBoost, RandomForest",Hybrid,Large,Consulting,2021,Bachelors,Prefer not to say,79,Synthetic approximation based on public salary reports
LLM Researcher,Germany,Hamburg,227500,EUR,13,"PyTorch, Distributed Training, Reinforcement Learning","Mistral, Custom LLM",Remote,Medium,E-commerce,2024,Diploma,Male,81,Synthetic approximation based on public salary reports
Machine Learning Engineer,Germany,Hamburg,124300,EUR,7,"Docker, TensorFlow, Kubernetes","PyTorch, TensorFlow",Onsite,Medium,Technology,2022,Masters,Male,78,Synthetic approximation based on public salary reports
Machine Learning Engineer,India,Gurugram,1800700,INR,4,"Docker, TensorFlow, Kubernetes","ONNX, PyTorch",Remote,Startup,Healthcare,2022,PhD,Female,85,Synthetic approximation based on public salary reports
Generative AI Engineer,Canada,Vancouver,170000,CAD,15,"RAG, PyTorch, Transformers","Llama 3, GPT-4",Onsite,Medium,E-commerce,2025,Diploma,Non-binary,90,Synthetic approximation based on public salary reports
Prompt Engineer,United Kingdom,Manchester,112700,GBP,10,"Python, Prompt Engineering, LLMs","Gemini, Llama 3",Remote,Large,Technology,2025,Masters,Male,93,Synthetic approximation based on public salary reports
Data Scientist,Netherlands,Eindhoven,97000,EUR,12,"NumPy, Pandas, Statistics","LightGBM, RandomForest",Hybrid,Startup,Education,2024,Bachelors,Prefer not to say,86,Synthetic approximation based on public salary reports
Machine Learning Engineer,Australia,Melbourne,190300,AUD,6,"Kubernetes, PyTorch, Docker","TensorFlow, PyTorch",Onsite,Large,Technology,2023,Bachelors,Female,84,Synthetic approximation based on public salary reports
Data Scientist,India,Noida,2164000,INR,9,"Scikit-learn, Python, SQL","XGBoost, LightGBM",Hybrid,Medium,E-commerce,2024,Diploma,Prefer not to say,86,Synthetic approximation based on public salary reports
Machine Learning Engineer,France,Marseille,163900,EUR,13,"Docker, Kubernetes, Python","TensorFlow, ONNX",Remote,Large,Finance,2022,Diploma,Non-binary,80,Synthetic approximation based on public salary reports
Machine Learning Engineer,Canada,Montreal,124300,CAD,6,"MLflow, Kubernetes, Docker","TensorFlow, PyTorch",Hybrid,Medium,Education,2025,Masters,Female,100,Synthetic approximation based on public salary reports
LLM Researcher,India,Gurugram,3183700,INR,10,"Distributed Training, Reinforcement Learning, Transformers","Custom LLM, DeepSpeed",Hybrid,Startup,Finance,2024,Diploma,Male,82,Synthetic approximation based on public salary reports
Data Scientist,France,Marseille,97000,EUR,5,"NumPy, Scikit-learn, SQL","XGBoost, RandomForest",Onsite,Medium,Healthcare,2020,Diploma,Male,73,Synthetic approximation based on public salary reports
Prompt Engineer,Germany,Berlin,98900,EUR,3,"Evaluation, A/B Testing, Python","Claude, Gemini",Remote,Large,Finance,2024,PhD,Prefer not to say,71,Synthetic approximation based on public salary reports
Data Scientist,India,Bengaluru,1730000,INR,4,"Scikit-learn, SQL, Pandas","RandomForest, LightGBM",Hybrid,Large,Technology,2023,Masters,Prefer not to say,86,Synthetic approximation based on public salary reports
LLM Researcher,Netherlands,Eindhoven,127400,EUR,12,"Reinforcement Learning, Distributed Training, PyTorch","DeepSpeed, Mistral",Hybrid,Medium,Education,2025,PhD,Male,92,Synthetic approximation based on public salary reports
Prompt Engineer,United States,Austin,200100,USD,6,"Python, LLMs, Evaluation","Llama 3, Claude",Hybrid,Medium,Finance,2020,Diploma,Male,51,Synthetic approximation based on public salary reports
Generative AI Engineer,UAE,Dubai,428750,AED,1,"Python, Transformers, Vector Databases","Stable Diffusion, LangChain",Hybrid,Startup,Healthcare,2023,Masters,Non-binary,81,Synthetic approximation based on public salary reports
Data Scientist,Canada,Montreal,123000,CAD,3,"SQL, Pandas, Scikit-learn","RandomForest, LightGBM",Hybrid,Medium,Education,2023,Bachelors,Female,76,Synthetic approximation based on public salary reports
LLM Researcher,UAE,Sharjah,599300,AED,7,"PyTorch, Transformers, Distributed Training","Llama 3, Custom LLM",Remote,Large,E-commerce,2020,Diploma,Non-binary,53,Synthetic approximation based on public salary reports
LLM Researcher,India,Gurugram,2262000,INR,10,"Distributed Training, PyTorch, Deep Learning","DeepSpeed, Custom LLM",Remote,Large,Consulting,2022,Diploma,Non-binary,66,Synthetic approximation based on public salary reports
LLM Researcher,Netherlands,Eindhoven,110500,EUR,10,"Deep Learning, Distributed Training, Transformers","Custom LLM, DeepSpeed",Remote,Startup,E-commerce,2022,PhD,Male,61,Synthetic approximation based on public salary reports
Prompt Engineer,India,Pune,2682950,INR,12,"Evaluation, Prompt Engineering, LLMs","Gemini, Claude",Onsite,Large,Consulting,2023,Diploma,Female,72,Synthetic approximation based on public salary reports
Data Scientist,India,Bengaluru,1831000,INR,5,"NumPy, Pandas, Scikit-learn","LightGBM, XGBoost",Hybrid,Startup,Technology,2022,PhD,Prefer not to say,85,Synthetic approximation based on public salary reports
Prompt Engineer,Singapore,Singapore,110400,SGD,2,"Evaluation, Python, Prompt Engineering","Llama 3, Claude",Hybrid,Startup,Consulting,2024,Diploma,Female,77,Synthetic approximation based on public salary reports
LLM Researcher,France,Paris,188500,EUR,12,"Distributed Training, Transformers, PyTorch","Mistral, DeepSpeed",Hybrid,Medium,Healthcare,2025,PhD,Male,82,Synthetic approximation based on public salary reports
LLM Researcher,United Kingdom,London,153400,GBP,15,"Deep Learning, PyTorch, Reinforcement Learning","Mistral, DeepSpeed",Remote,Startup,Consulting,2021,Diploma,Prefer not to say,58,Synthetic approximation based on public salary reports
Prompt Engineer,United States,Austin,178250,USD,9,"Python, Evaluation, A/B Testing","Llama 3, Claude",Remote,Medium,Finance,2020,Masters,Prefer not to say,49,Synthetic approximation based on public salary reports
Generative AI Engineer,Canada,Toronto,177500,CAD,14,"PyTorch, LangChain, Transformers","Stable Diffusion, GPT-4",Hybrid,Startup,Technology,2022,PhD,Male,67,Synthetic approximation based on public salary reports
Generative AI Engineer,Australia,Brisbane,148750,AUD,5,"Vector Databases, Python, LangChain","LangChain, GPT-4",Hybrid,Large,Consulting,2020,Bachelors,Non-binary,55,Synthetic approximation based on public salary reports
Prompt Engineer,United States,San Francisco,232300,USD,12,"Python, Evaluation, Prompt Engineering","Claude, Llama 3",Remote,Medium,Healthcare,2023,PhD,Female,79,Synthetic approximation based on public salary reports
Generative AI Engineer,Singapore,Singapore,158750,SGD,5,"RAG, Transformers, LangChain","Llama 3, Stable Diffusion",Remote,Medium,Consulting,2020,PhD,Prefer not to say,57,Synthetic approximation based on public salary reports
Data Scientist,UAE,Abu Dhabi,327000,AED,7,"SQL, Scikit-learn, Statistics","RandomForest, LightGBM",Onsite,Medium,E-commerce,2020,Masters,Non-binary,73,Synthetic approximation based on public salary reports
Prompt Engineer,France,Lyon,141450,EUR,14,"Python, Evaluation, Prompt Engineering","GPT-4, Llama 3",Onsite,Large,Education,2020,PhD,Female,53,Synthetic approximation based on public salary reports
Data Scientist,United States,Seattle,293000,USD,15,"Statistics, SQL, Python","RandomForest, LightGBM",Onsite,Large,Healthcare,2022,Diploma,Male,82,Synthetic approximation based on public salary reports
Machine Learning Engineer,UAE,Abu Dhabi,394900,AED,9,"MLflow, Kubernetes, TensorFlow","TensorFlow, PyTorch",Remote,Medium,Finance,2020,Masters,Non-binary,72,Synthetic approximation based on public salary reports
Prompt Engineer,United States,New York,204700,USD,9,"LLMs, Evaluation, Python","Llama 3, Gemini",Remote,Medium,Consulting,2020,Diploma,Non-binary,51,Synthetic approximation based on public salary reports
Generative AI Engineer,UAE,Dubai,636250,AED,14,"Transformers, PyTorch, Python","Stable Diffusion, GPT-4",Onsite,Large,Education,2021,Bachelors,Non-binary,68,Synthetic approximation based on public salary reports
Data Scientist,Australia,Brisbane,152000,AUD,12,"Statistics, Pandas, NumPy","RandomForest, XGBoost",Onsite,Startup,Technology,2023,PhD,Male,85,Synthetic approximation based on public salary reports
Prompt Engineer,Canada,Montreal,132250,CAD,3,"Evaluation, LLMs, A/B Testing","GPT-4, Gemini",Hybrid,Large,Technology,2024,Diploma,Female,72,Synthetic approximation based on public salary reports
Generative AI Engineer,Singapore,Singapore,167500,SGD,8,"LangChain, Transformers, Vector Databases","GPT-4, Llama 3",Hybrid,Large,Healthcare,2025,Bachelors,Male,99,Synthetic approximation based on public salary reports
Generative AI Engineer,Netherlands,Rotterdam,93750,EUR,2,"Vector Databases, LangChain, PyTorch","GPT-4, Stable Diffusion",Onsite,Medium,Technology,2021,Masters,Prefer not to say,66,Synthetic approximation based on public salary reports
Generative AI Engineer,United Kingdom,Cambridge,86250,GBP,1,"Transformers, LangChain, Vector Databases","Llama 3, LangChain",Onsite,Medium,Finance,2025,Diploma,Prefer not to say,99,Synthetic approximation based on public salary reports
Prompt Engineer,United Kingdom,Cambridge,161000,GBP,14,"LLMs, A/B Testing, Prompt Engineering","Claude, Gemini",Onsite,Startup,Education,2021,Diploma,Non-binary,56,Synthetic approximation based on public salary reports
Prompt Engineer,UAE,Dubai,422050,AED,6,"A/B Testing, LLMs, Python","Gemini, Claude",Onsite,Medium,Education,2023,PhD,Non-binary,72,Synthetic approximation based on public salary reports
Machine Learning Engineer,Australia,Sydney,134200,AUD,2,"TensorFlow, MLflow, Python","TensorFlow, ONNX",Hybrid,Medium,Technology,2022,Masters,Prefer not to say,89,Synthetic approximation based on public salary reports
Data Scientist,UAE,Sharjah,371000,AED,6,"Scikit-learn, Pandas, SQL","XGBoost, RandomForest",Hybrid,Medium,Finance,2023,Bachelors,Prefer not to say,78,Synthetic approximation based on public salary reports
Generative AI Engineer,India,Pune,1737500,INR,1,"Transformers, LangChain, RAG","Llama 3, LangChain",Hybrid,Large,Consulting,2022,Diploma,Prefer not to say,69,Synthetic approximation based on public salary reports
Generative AI Engineer,Singapore,Singapore,182500,SGD,13,"Python, PyTorch, LangChain","LangChain, Stable Diffusion",Remote,Large,E-commerce,2021,Diploma,Male,61,Synthetic approximation based on public salary reports
LLM Researcher,India,Bengaluru,1541800,INR,3,"Distributed Training, Transformers, PyTorch","DeepSpeed, Llama 3",Onsite,Medium,E-commerce,2024,Bachelors,Prefer not to say,81,Synthetic approximation based on public salary reports
LLM Researcher,Netherlands,Eindhoven,159900,EUR,10,"Reinforcement Learning, PyTorch, Distributed Training","Llama 3, Mistral",Remote,Medium,Finance,2023,Bachelors,Female,75,Synthetic approximation based on public salary reports
Machine Learning Engineer,Netherlands,Amsterdam,101200,EUR,3,"TensorFlow, Docker, MLflow","ONNX, TensorFlow",Hybrid,Large,Education,2025,Bachelors,Non-binary,96,Synthetic approximation based on public salary reports
Machine Learning Engineer,Germany,Munich,92400,EUR,1,"PyTorch, MLflow, Kubernetes","TensorFlow, PyTorch",Hybrid,Large,Consulting,2023,Diploma,Prefer not to say,82,Synthetic approximation based on public salary reports
